CO_UNIDADE,CO_CNES,NO_FANTASIA,NO_RAZAO_SOCIAL,CATEGORIA_UNIDADE,DS_TIPO_ESTABELECIMENTO,ENDERECO,NO_BAIRRO,CO_CEP,NO_MUNICIPIO,CO_MUNICIPIO_GESTOR,NU_TELEFONE,NO_EMAIL,LAT,LON,CO_NATUREZA_JUR,TP_GESTAO,CO_TIPO_ESTABELECIMENTO,"TO_CHAR(DT_ATUALIZACAO,'DD/MM/YYYY')"
3303509069259,9069259,CLINICA DA FAMILIA LAGOINHA,MUNICIPIO DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"HUMAITA, S/N, LAGOINHA - CEP 26298027",LAGOINHA,26298027,NOVA IGUACU,330350,,,-22.770121,-43.5548858,1244,M,001,14/11/2025
3303502284448,2284448,CLINICA DA FAMILIA LINO VILELLA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA 15 DE NOVEMBRO, 751, CARMARI - CEP 26022194",CARMARI,26022194,NOVA IGUACU,330350,,,-22.724792,-43.451038,1244,M,001,23/09/2025
3303502284375,2284375,CLINICA DA FAMILIA MANOEL REZENDE,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"AVENIDA ESTRADA DE FERRO, 14, KM 43, AUSTIN - CEP 26053620",AUSTIN,26053620,NOVA IGUACU,330350,,,-22.7300338,-43.5156052,1244,M,001,23/09/2025
3303503328074,3328074,CLINICA DA FAMILIA MARFEL,SECRETARIA MUNICIPAL DE SAUDE DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA AUREA RAMOS BORGES, 110, MONTE SOL - CEP 26279190",MONTE SOL,26279190,NOVA IGUACU,330350,,,-22.7505162,-43.5161994,1244,M,001,23/09/2025
3303507567723,7567723,CLINICA DA FAMILIA MARIA UMBELINA,MUNICIPIO DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA CORONEL FAWCETT, S/N, BOA ESPERANCA - CEP 26070030",BOA ESPERANCA,26070030,NOVA IGUACU,330350,,,-22.7184406,-43.4331246,1244,M,001,23/09/2025
3303507524609,7524609,CLINICA DA FAMILIA MYRIAM DA ROCHA AZEREDO,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA ARISTOTELINA MARIANO DE SOUZA, 406, CERAMICA - CEP 26030830",CERAMICA,26030830,NOVA IGUACU,330350,,,-22.7343507,-43.4726751,1244,M,001,23/09/2025
3303502284472,2284472,CLINICA DA FAMILIA NADIA SILVA DE OLIVEIRA GENECIANO,MUNICIPIO DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA CASTANHAL, 85, MIGUEL COUTO - CEP 26061650",MIGUEL COUTO,26061650,NOVA IGUACU,330350,,,-22.6874349,-43.4159235,1244,M,001,23/09/2025
3303505625076,5625076,CLINICA DA FAMILIA NOVA BRASILIA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA ZENAIDE, 365, NOVA BRASILIA - CEP 26052770",NOVA BRASILIA,26052770,NOVA IGUACU,330350,,,-22.6733711,-43.4482053,1244,M,001,23/09/2025
3303502284367,2284367,CLINICA DA FAMILIA NOVA ERA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA SILVIO DE FREITAS, 125, NOVA ERA - CEP 26272080",NOVA ERA,26272080,NOVA IGUACU,330350,3103-8248,,-22.7631132,-43.5039577,1244,M,001,01/04/2026
3303503328090,3328090,CLINICA DA FAMILIA ODICEIA MORAIS,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA BOLIVIA, S/N, CENTRO - CEP 26215260",CENTRO,26215260,NOVA IGUACU,330350,,,-22.750654,-43.4448321,1244,M,001,22/10/2025
3303503571823,3571823,CLINICA DA FAMILIA PADRE MANUEL MONTEIRO K 11,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA BENJAMIM CHAMBARELLI, 241, K 11 - CEP 26250210",K 11,26250210,NOVA IGUACU,330350,2126687358,,-22.7668615,-43.4397362,1244,M,001,26/02/2026
3303502284464,2284464,CLINICA DA FAMILIA PALHADA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA JULIA MARTINS, 295, PALHADA - CEP 26290102",PALHADA,26290102,NOVA IGUACU,330350,,,-22.764711889227325,-43.52277325669567,1244,M,001,23/09/2025
3303505016053,5016053,CLINICA DA FAMILIA PARQUE TODOS OS SANTOS,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA CAVALCANTE GUSMAO, 463, LAGOINHA - CEP 26250100",LAGOINHA,26250100,NOVA IGUACU,330350,,,-22.8082712,-43.6225812,1244,M,001,23/09/2025
3303502798689,2798689,CLINICA DA FAMILIA PASTOR IRACY MARCELINO,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA DOM SEBASTIAO LEME, 14, NOVA AMERICA - CEP 26022050",NOVA AMERICA,26022050,NOVA IGUACU,330350,2137694899,,-22.7209964,-43.4413348,1244,M,001,14/11/2025
3303502284499,2284499,CLINICA DA FAMILIA PROFESSOR RUTILHES DOS SANTOS,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA ALZIRA, 99, JD TROPICAL - CEP 26052680",JD TROPICAL,26052680,NOVA IGUACU,330350,,,-22.7531145,-43.4268107,1244,M,001,03/07/2025
3303503512649,3512649,CLINICA DA FAMILIA RANCHO FUNDO,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"ESTRADA DE SANTA RITA, 2761, RANCHO FUNDO - CEP 26051820",RANCHO FUNDO,26051820,NOVA IGUACU,330350,(21)37671924,,-22.7042771,-43.4554549,1244,M,001,10/11/2025
3303503126099,3126099,CLINICA DA FAMILIA RIO DOURO,MUNICIPIO DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA DA ESTACAO, 25, RIO DOURO - CEP 26060410",RIO DOURO,26060410,NOVA IGUACU,330350,,,-22.6539912,-43.5364412,1244,M,001,09/04/2026
3303502284359,2284359,CLINICA DA FAMILIA RODILANDIA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA DONA CLEIA, 07, RODILANDIA - CEP 26083115",RODILANDIA,26083115,NOVA IGUACU,330350,,,-22.7375771,-43.5045619,1244,M,001,23/09/2025
3303503736369,3736369,CLINICA DA FAMILIA SANTA CLARA DO GUANDU,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA PARAGUACU, 1, KM 34 - CEP 26255190",KM 34,26255190,NOVA IGUACU,330350,2799-0494,,-22.7820333,-43.551981,1244,M,001,14/11/2025
3303502284243,2284243,CLINICA DA FAMILIA SANTA EUGENIA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA MORRO AGUDO, 10, STA EUGENIA - CEP 26286090",STA EUGENIA,26286090,NOVA IGUACU,330350,,,-22.748914,-43.4661451,1244,M,001,23/09/2025
3303502284146,2284146,CLINICA DA FAMILIA SANTA RITA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA PHILOMENO COELHO, 347, A, JARDIM SANTA RITA - CEP 26050110",JARDIM SANTA RITA,26050110,NOVA IGUACU,330350,26580911,,-22.6916701,-43.4673832,1244,M,001,14/11/2025
3303502284383,2284383,CLINICA DA FAMILIA VALVERDE,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"AV ABILIO AUGUSTO TAVORA, 64, VALVERDE - CEP 26290783",VALVERDE,26290783,NOVA IGUACU,330350,,,-22.7601412,-43.4756312,1244,M,001,14/11/2025
3303502798697,2798697,CLINICA DA FAMILIA VILA JUREMA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"ESTR VELHA CARLOS SAMPAIO, 486, VILA JUREMA - CEP 26060410",VILA JUREMA,26060410,NOVA IGUACU,330350,27635419,,-22.7045612,-43.5096412,1244,M,001,14/11/2025
3303502284251,2284251,CLINICA DA FAMILIA VILA OPERARIA,MUNICIPIO DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA NAIR DIAS, 880, VILA OPERARIA - CEP 26012450",VILA OPERARIA,26012450,NOVA IGUACU,330350,,,-22.7440823,-43.4316473,1244,M,001,23/09/2025
3303502798700,2798700,CLINICA DA FAMILIA VILA TANIA,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA SUELI TINOCO, S/N, 3103 6164, VILA TANIA - CEP 26262440",VILA TANIA,26262440,NOVA IGUACU,330350,,,-22.7548631,-43.4893828,1244,M,001,09/04/2026
3303502284197,2284197,SUPER CLINICA DA FAMILIA DACYR SOARES,MUNICIPIO DE NOVA IGUACU,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA AILTON SILVA, 42, COMENDADOR SOARES - CEP 26281100",COMENDADOR SOARES,26281100,NOVA IGUACU,330350,26694640,,-22.7411275,-43.477495,1244,M,001,14/11/2025
3304122272407,2272407,CLINICA DA FAMILIA,SECRETARIA MUNICIPAL DE SAUDE DE QUATIS,Clinica da familia,UNIDADE BASICA DE SAUDE,"AVENIDA AFFONSO DE FREITAS LUSTOSA, 212, NOSSA SENHORA DO ROS - CEP 27430040",NOSSA SENHORA DO ROS,27430040,QUATIS,330412,24335332353,clinicadafamiliansr@yahoo.com,-22.49937844,-44.22563044,1244,M,001,07/04/2026
3304144046161,4046161,CLINICA DA FAMILIA CARLOS ALBERTO GONCALVES,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA OLEGARIO DIAS, S/N, COQUEIROS - CEP 26375380",COQUEIROS,26375380,QUEIMADOS,330414,3699-3073,esf.queimados@yahoo.com.br,-22.730955,-43.573599,1244,M,001,08/01/2026
3304144046153,4046153,CLINICA DA FAMILIA DR ROBSON ROMERO DE OLIVEIRA,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"ESTRADA PADRE JOSE DE ANCHIETA, 315, SAO FRANCISCO - CEP 26381358",SAO FRANCISCO,26381358,QUEIMADOS,330414,36984642,psf.semus@queiamados.rj.gov.br,-22.692244,-43.566833,1244,M,001,23/02/2026
3304144046145,4046145,CLINICA DA FAMILIA ESMELINDA PINTO DE SOUZA,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"AVENIDA BERNA, 3, QUADRA2, VILA CENTRAL - CEP 26375060",VILA CENTRAL,26375060,QUEIMADOS,330414,,esf.queimados@yahoo.com.br,-22.691867,-43.588544,1244,M,001,08/01/2026
3304140747645,0747645,CLINICA DA FAMILIA FRANCISCO CURZIO,CLINICA DA FAMILIA FRANCISCO CURZIO MONTEIRO DA SILVA,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA ALESIA DOS SANTOS NASCIMENTO, S/N, PARAISO - CEP 26385220",PARAISO,26385220,QUEIMADOS,330414,,,-22.7003054,-43.5497331,1244,M,001,07/04/2026
3304147959869,7959869,CLINICA DA FAMILIA IRLAN SOUZA MACEDO,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA DEODORO DE ALMEIDA, S/N, SANTIAGO - CEP 26377330",SANTIAGO,26377330,QUEIMADOS,330414,26657080,,-22.73955,-43.558632,1244,M,001,26/06/2025
3304143708276,3708276,CLINICA DA FAMILIA JOSE ELIAS PEIXOTO,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA ANA NOBREGA, S/N, INCONFIDENCIA - CEP 26323260",INCONFIDENCIA,26323260,QUEIMADOS,330414,27797204,esf.queimados@yahoo.com.br,-22.718888,-43.540911,1244,M,001,08/01/2026
3304147959877,7959877,CLINICA DA FAMILIA MARIA AGRAEL DE OLIVEIRA,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA DONA NARCISA PEREIRA, S/N, LUIZ DE CAMOES - CEP 26382127",LUIZ DE CAMOES,26382127,QUEIMADOS,330414,36982642,,-22.693699,-43.540333,1244,M,001,08/01/2026
3304143708292,3708292,CLINICA DA FAMILIA MARIA LURDES CAMPELO,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"ESTRADA DAS PIABAS, 111, SANTA ROSA - CEP 26311020",SANTA ROSA,26311020,QUEIMADOS,330414,26633755,psf.semus@queiamados.rj.gov.br,-22.729233,-43.597833,1244,M,001,08/01/2026
3304146220150,6220150,CLINICA DA FAMILIA MAURO FERREIRA DE CASTRO,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"TRAVESSA CAMPO ALEGRE, S/N, BELMONTE - CEP 26321120",BELMONTE,26321120,QUEIMADOS,330414,26658491,esf.queimados@yahoo.com.br,-22.710685,-43.576993,1244,M,001,23/02/2026
3304147735421,7735421,CLINICA DA FAMILIA MIGUEL LUIZ DE CARVALHO,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"ESTRADA DAS PIABAS, S/N, ELDORADO - CEP 26315080",ELDORADO,26315080,QUEIMADOS,330414,36988717,,-22.719644,-43.585722,1244,M,001,08/01/2026
3304147959702,7959702,CLINICA DA FAMILIA PASTOR JULIO ALVES DE SENA,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA MARIO PATI JUNIOR, S/N, FANCHEM - CEP 26383510",FANCHEM,26383510,QUEIMADOS,330414,26630811,,-22.7007003,-43.564835,1244,M,001,06/04/2026
3304143708209,3708209,CLINICA DA FAMILIA PASTOR ROSALVO DANTAS,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA JUNO, S/N, LT19 QD20, VALDARIOSA - CEP 26315609",VALDARIOSA,26315609,QUEIMADOS,330414,36985056,esf.queimados@yahoo.com.br,-22.724044,-43.582044,1244,M,001,08/01/2026
3304146869351,6869351,CLINICA DA FAMILIA REGINA DE BRITO,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA FABRICIO, S/N, NOSSA SENHORA DA CON - CEP 26321120",NOSSA SENHORA DA CON,26321120,QUEIMADOS,330414,26648491,esf.queimados@yahoo.com.br,-22.701358,-43.579251,1244,M,001,08/01/2026
3304144516923,4516923,CLINICA DA FAMILIA SILVAL DIAS,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"ESTRADA ILDA ALVES PINHEIRO, 00, SN, TRES FONTES - CEP 26382565",TRES FONTES,26382565,QUEIMADOS,330414,,,-22.695133,-43.529122,1244,M,001,08/01/2026
3304140263508,0263508,CLINICA DA FAMILIA VALDISIA CATARINA RIBEIRO MELO,MUNICIPIO DE QUEIMADOS,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA ANGELINA, S/N, VILA ALIANCA - CEP 26327250",VILA ALIANCA,26327250,QUEIMADOS,330414,,,-22.7248938,-43.5782244,1244,M,001,08/01/2026
3304207949472,7949472,CLINICA DA FAMILIA PROFESSORA ENY MATTOS,SECRETARIA MUNICIPAL DE SAUDE DE RESENDE,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA CARLOS MONTEIRO, 91, MORADA DA MONTANHA - CEP 27525616",MORADA DA MONTANHA,27525616,RESENDE,330420,(24) 3381-4201,clinicafamilia.res@outlook.com,-22.488510166189336,-44.502525329589844,1244,M,001,08/10/2025
3304307593244,7593244,CLINICA DA FAMILIA DR JOSE MARIO DO NASCIMENTO LAGE,SECRETARIA MUNICIPAL DE SAUDE DE RIO BONITO,Clinica da familia,AMBULATORIO,"RODOVIA BR 101, S/N, KM 265, PRACA CRUZEIRO - CEP 28800000",PRACA CRUZEIRO,28800000,RIO BONITO,330430,,,-22.711431303111134,-42.64675855636597,1244,M,016,24/02/2025
3304527528655,7528655,CLINICA DA FAMILIA PAULO HENRIQUE GUSSEM,PREFEITURA MUNICIPAL DE RIO DAS OSTRAS,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA DAS BROMELIAS, S/N, ANCORA - CEP 28899425",ANCORA,28899425,RIO DAS OSTRAS,330452,22 27714022,clinicadafamiliaphg@gmail.com,-22.4855561,-41.9118908,1244,M,001,18/09/2025
3304556310354,6310354,CLINICA DA FAMILIA,CLINICA DA FAMILIA LTDA,Clinica da familia,AMBULATORIO,"RUA SILVA RABELO, 57, SAL 601 E 610, MEIER - CEP 20735080",MEIER,20735080,RIO DE JANEIRO,330455,,,-22.898,-43.282,2062,M,016,29/12/2025
3304554127110,4127110,CPA CLINICA PENSAR E AGIR,CLINICA DA FAMILIA SAUDE E DESENVOLVIMENTO LTDA,Clinica da familia,AMBULATORIO,"AV DOM HELDER CAMARA, 5200, SALA 710, CACHAMBI - CEP 20771004",CACHAMBI,20771004,RIO DE JANEIRO,330455,,,-22.88349685,-43.32355672509527,2062,M,016,06/03/2026
3304806503136,6503136,CLINICA DA FAMILIA VEREADOR VALDEMIR HESPANHOL DINIZ,SECRETARIA MUNICIPAL DE SAUDE E PROMOCAO SOCIAL,Clinica da familia,UNIDADE BASICA DE SAUDE,"AV THEODORO GOUVEIA DE ABREU, 774, RODOVIA, SAO VICENTE DE PAULA - CEP 28400000",SAO VICENTE DE PAULA,28400000,SAO FIDELIS,330480,2227581413,,-21.652302778065092,-41.7430579662323,1244,M,001,25/02/2026
3304757892071,7892071,CLINICA DA FAMILIA GERMANO BARROS DELGADO,MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA,Clinica da familia,UNIDADE BASICA DE SAUDE,"RODOVIA AFONSO CELSO, 02, CENTRO - CEP 28230000",CENTRO,28230000,SAO FRANCISCO DE ITABAPOANA,330475,22998515556,,-21.475446950589546,-41.117722392082214,1244,M,001,26/09/2025
3305105643961,5643961,CLINICA DA FAMILIA ROSEMIRA NASCIF SIMAO,MUNICIPIO DE SAO JOAO DE MERITI,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA VALERIO VILLAS BOAS, 11, PREDIO 1, CENTRO - CEP 25520000",CENTRO,25520000,SAO JOAO DE MERITI,330510,,,-22.802472561357455,-43.37202787399292,1244,M,001,05/03/2026
3305102284081,2284081,CLINICA DA FAMILIA VILA SAO JOAO,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA EUCLIDES DA CUNHA, S/N, VILA SAO JOAO - CEP 25570000",VILA SAO JOAO,25570000,SAO JOAO DE MERITI,330510,21 27519942,vilasaojoao3@gmail.com,-22.804213249939068,-43.37226390838623,1244,M,001,25/03/2026
3305557773781,7773781,CLINICA DA FAMILIA NO VASQUINHO,MUNICIPIO DE SEROPEDICA,Clinica da familia,UNIDADE BASICA DE SAUDE,"RUA NITEROI, S/N, CAMPO LINDO - CEP 23898024",CAMPO LINDO,23898024,SEROPEDICA,330555,,,-22.8043393,-43.6481264,1244,M,001,25/03/2025
3306007492693,7492693,CLINICA DA FAMILIA JOSE DA SILVA,PREFEITURA MUNICIPAL DE TRES RIOS,Clinica da familia,AMBULATORIO,"PRACA ARSONVAL MACEDO, 1800, VILA ISABEL - CEP 25812075",VILA ISABEL,25812075,TRES RIOS,330600,024 22523029,clinicadafamilia@tresrios.org.br,-22.105979383452304,-43.19303124815889,1244,M,016,09/10/2025
3306202981629,2981629,CLINICA DA FAMILIA DR EDSNEIDER ROCHA PIRES DE SOUZA,MUNICIPIO DE VASSOURAS,Clinica da familia,AMBULATORIO,"AVENIDA MARECHAL PAULO TORRES, 477, CENTRO - CEP 27700000",CENTRO,27700000,VASSOURAS,330620,08007487813 R 415,,-22.402339630166765,-43.661770820617676,1244,M,016,05/03/2026
3300205747406,5747406,POSTO DE SAUDE DE AURORA,SMS DE ARARUAMA,Posto de saude,UNIDADE BASICA DE SAUDE,"RODOVIA 124 KM 6, 6, AURORA - CEP 28985535",AURORA,28985535,ARARUAMA,330020,,,-22.833958,-42.416551,1031,M,001,15/04/2025
3300202272067,2272067,POSTO DE SAUDE DE BOA VISTA,SECRETARIA MUNICIPAL DE SAUDE DE ARARUAMA,Posto de saude,UNIDADE BASICA DE SAUDE,"EST DE BOA VISTA, S/N, CASA, BOA VISTA - CEP 28985535",BOA VISTA,28985535,ARARUAMA,330020,,,-22.834227,-42.346617,1031,M,001,15/04/2025
3300302287757,2287757,POSTO DE SAUDE ALBERT SABIN,MUNICIPIO DE BARRA DO PIRAI,Posto de saude,UNIDADE DE APOIO DIAGNOSTICO,"RUA ANGELICA, 38, CENTRO - CEP 27110260",CENTRO,27110260,BARRA DO PIRAI,330030,(24)24436553,albertsabin78@yahoo.com.br,-22.46506,-43.828845,1244,M,018,02/04/2026
3300502696681,2696681,POSTO DE SAUDE DA FAMILIA ALTO DE SAO JOSE,FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM,Posto de saude,UNIDADE BASICA DE SAUDE,"RUA CLESIO COELHO CAETANO, S/N, ALTO DE SAO JOSE - CEP 28660000",ALTO DE SAO JOSE,28660000,BOM JARDIM,330050,(22)25662766,,-22.185483,-42.4078657,1244,M,001,05/01/2026
3300502696703,2696703,POSTO DE SAUDE DA FAMILIA BOA ESPERANCA,FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM,Posto de saude,UNIDADE BASICA DE SAUDE,"RUA PRINCIPAL, S/N, JARDIM BOA ESPERANCA - CEP 28660000",JARDIM BOA ESPERANCA,28660000,BOM JARDIM,330050,(22)25662766,saudebj@altarede.com.br,-22.15990865,-42.41000737,1244,M,001,05/01/2026
3300502282844,2282844,POSTO DE SAUDE DA FAMILIA DE BARRA ALEGRE,FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM,Posto de saude,UNIDADE BASICA DE SAUDE,"RUA RAUL EMERICK, 05, BARRA ALEGRE - CEP 28660000",BARRA ALEGRE,28660000,BOM JARDIM,330050,(22)25662766,,-22.236291,-42.296946,1244,M,001,05/01/2026
3300503040631,3040631,POSTO DE SAUDE DA FAMILIA DE SAO MIGUEL,FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM,Posto de saude,UNIDADE BASICA DE SAUDE,"ESTRADA RJ 146 KM 01, S/N, SAO MIGUEL - CEP 28660000",SAO MIGUEL,28660000,BOM JARDIM,330050,(22)25662766,saude.jardim@gmail.com,-22.169068,-42.421204,1244,M,001,09/12/2025
3300502282917,2282917,POSTO DE SAUDE DE BANQUETE,FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM,Posto de saude,AMBULATORIO,"RUA JULIO CAETANO DA SILVA, 01, BANQUETE - CEP 28660000",BANQUETE,28660000,BOM JARDIM,330050,(22)25662766,,-22.1768196,-42.4746375,1244,M,016,10/08/2022
3300502282836,2282836,POSTO DE SAUDE SAO JOSE,FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM,Posto de saude,UNIDADE BASICA DE SAUDE,"RUA SERAPHIM GONCALVES COELHO, 18, SAO JOSE - CEP 28660000",SAO JOSE,28660000,BOM JARDIM,330050,(22)25662766,,-22.2028185,-42.3942158,1244,M,001,05/01/2026
3300902289903,2289903,POSTO DE SAUDE DE TRES IRMAOS,SECRETARIA MUNICIPAL DE SAUDE DE CAMBUCI,Posto de saude,UNIDADE BASICA DE SAUDE,"RUA GUININ GUINATIUS, S/N, CENTRO - CEP 28435000",CENTRO,28435000,CAMBUCI,330090,,,-21.630383075938916,-41.99203670024872,1244,M,001,29/10/2025
3301102267632,2267632,POSTO DE SAUDE CAMPO ALEGRE CANTAGALO,PREFEITURA MUNICIPAL DE CANTAGALO,Posto de saude,AMBULATORIO,"SAO SEBASTIAO DO PARAIBA, 01, 4 DISTRITO - CEP 28500000",4 DISTRITO,28500000,CANTAGALO,330110,2225555193,contato@saudecantagalo.rj.gov.br,-21.754551,-42.371079,1244,M,016,15/09/2025
3301102267586,2267586,POSTO DE SAUDE NOVO HORIZONTE,PREFEITURA MUNICIPAL DE CANTAGALO,Posto de saude,AMBULATORIO,"TAQUARA DE BAIXO, 01, NOVO HORIZONTE - CEP 28500000",NOVO HORIZONTE,28500000,CANTAGALO,330110,2225555193,contato@saudecantagalo.rj.gov.br,-21.960240847676538,-42.359161376953125,1244,M,016,15/09/2025
3301202271680,2271680,POSTO DE SAUDE AURORA,SECRETARIA MUNICIPAL DE SAUDE DE CARMO,Posto de saude,AMBULATORIO,"FAZENDA AURORA, S/N, ZONA RURAL, AURORA - CEP 28640000",AURORA,28640000,CARMO,330120,3291429373,smscarmorj2021@gmail.com,-21.91605425105657,-42.66386032104492,1244,M,016,12/02/2025
3301202271621,2271621,POSTO DE SAUDE CORREGO DA PRATA,SECRETARIA MUNICIPAL DE SAUDE DE CARMO,Posto de saude,AMBULATORIO,"RUA JOSE RODRIGUES DA SILVA, 48, BENFICA, CORREGO DA PRATA - CEP 28640000",CORREGO DA PRATA,28640000,CARMO,330120,2225375046,smscarmorj2021@gmail.com,-21.86424691993039,-42.48633563518524,1244,M,016,12/02/2025
3300952271079,2271079,POSTO DE SAUDE AFONSO ARINOS,MUNICIPIO DE COMENDADOR LEVY GASPARIAN,Posto de saude,AMBULATORIO,"AVENIDA AMARAL PEIXOTO, 326, FRENTE A CARDAO, AFONSO ARINOS - CEP 25875970",AFONSO ARINOS,25875970,COMENDADOR LEVY GASPARIAN,330095,2422541614,saudelevygasparian@gmail.com,-22.012371319958092,-43.33750247955322,1244,M,016,22/10/2025
3300959135537,9135537,POSTO DE SAUDE CONJUNTO LUIZ BENTO ARGON SOBRINHO,MUNICIPIO DE COMENDADOR LEVY GASPARIAN,Posto de saude,AMBULATORIO,"ESTRADA UNIAO INDUSTRIA KM 130, 200, AREA 20, RETA - CEP 25871480",RETA,25871480,COMENDADOR LEVY GASPARIAN,330095,,saudelevygasparian@gmail.com,-22.057666482501514,-43.207388520240784,1244,M,016,22/10/2025
3300957384734,7384734,POSTO DE SAUDE FABRICA,MUNICIPIO DE COMENDADOR LEVY GASPARIAN,Posto de saude,AMBULATORIO,"RUA AUGUSTA, 33, FABRICA - CEP 25870240",FABRICA,25870240,COMENDADOR LEVY GASPARIAN,330095,,saudelevygasparian@gmail.com,-22.0330722,-43.1901426,1244,M,016,22/10/2025
3300957384726,7384726,POSTO DE SAUDE GULF,MUNICIPIO DE COMENDADOR LEVY GASPARIAN,Posto de saude,AMBULATORIO,"RUA SUZANO SANTANA DE LIMA, 110, LOT RAIO DE SOL, GULF - CEP 25870120",GULF,25870120,COMENDADOR LEVY GASPARIAN,330095,24992716593,saudelevygasparian@gmail.com,-22.034640310525727,-43.226115703582764,1244,M,016,22/10/2025
